objective_parameter,scenario_of_interest,robustness_metric,year,flood_agr,Value,normalized_values,pw_combi
Farmer_Flood_Measure_Costs,G,average,20,09,6.01,0.04,09_00_00_00
Farmer_Flood_Measure_Costs,G,average,20,11,0.09,0.0,11_00_00_00
Farmer_Flood_Measure_Costs,G,average,20,13,0.81,0.01,13_00_00_00
Farmer_Flood_Measure_Costs,G,average,60,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,G,average,60,01,35.23,0.1,01_00_00_00
Farmer_Flood_Measure_Costs,G,average,60,03,23.3,0.07,03_00_00_00
Farmer_Flood_Measure_Costs,G,average,60,05,118.0,0.34,05_00_00_00
Farmer_Flood_Measure_Costs,G,average,60,07,113.67,0.32,07_00_00_00
Farmer_Flood_Measure_Costs,G,average,60,09,85.84,0.25,09_00_00_00
Farmer_Flood_Measure_Costs,G,average,60,11,47.57,0.14,11_00_00_00
Farmer_Flood_Measure_Costs,G,average,60,13,79.36,0.23,13_00_00_00
Farmer_Flood_Measure_Costs,G,average,100,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,G,average,100,01,63.15,0.13,01_00_00_00
Farmer_Flood_Measure_Costs,G,average,100,03,47.78,0.1,03_00_00_00
Farmer_Flood_Measure_Costs,G,average,100,05,140.4,0.28,05_00_00_00
Farmer_Flood_Measure_Costs,G,average,100,07,142.28,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,G,average,100,09,241.94,0.48,09_00_00_00
Farmer_Flood_Measure_Costs,G,average,100,11,192.3,0.38,11_00_00_00
Farmer_Flood_Measure_Costs,G,average,100,13,161.36,0.32,13_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,20,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,20,01,0.08,0.0,01_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,20,03,0.04,0.0,03_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,20,05,33.6,0.22,05_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,20,07,42.6,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,20,09,5.34,0.04,09_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,20,11,0.08,0.0,11_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,20,13,0.75,0.01,13_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,60,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,60,01,40.94,0.12,01_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,60,03,34.75,0.1,03_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,60,05,129.2,0.37,05_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,60,07,127.95,0.37,07_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,60,09,97.57,0.28,09_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,60,11,57.58,0.16,11_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,60,13,94.18,0.27,13_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,100,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,100,01,97.04,0.19,01_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,100,03,89.04,0.18,03_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,100,05,147.5,0.29,05_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,100,07,142.47,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,100,09,294.44,0.59,09_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,100,11,258.04,0.52,11_00_00_00
Farmer_Flood_Measure_Costs,G&Wp,average,100,13,162.54,0.33,13_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,20,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,20,01,0.07,0.0,01_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,20,03,0.04,0.0,03_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,20,05,33.6,0.22,05_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,20,07,42.6,0.28,07_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,20,09,4.67,0.03,09_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,20,11,0.07,0.0,11_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,20,13,0.69,0.0,13_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,60,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,60,01,46.65,0.13,01_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,60,03,46.21,0.13,03_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,60,05,140.4,0.4,05_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,60,07,142.23,0.41,07_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,60,09,109.29,0.31,09_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,60,11,67.59,0.19,11_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,60,13,109.01,0.31,13_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,100,00,0.0,0.0,00_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,100,01,130.93,0.26,01_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,100,03,130.3,0.26,03_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,100,05,154.6,0.31,05_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,100,07,142.65,0.29,07_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,100,09,346.95,0.69,09_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,100,11,323.78,0.65,11_00_00_00
Farmer_Flood_Measure_Costs,Wp,average,100,13,163.71,0.33,13_00_00_00
Farmer_Structural_Damage,D,average,20,00,37.35,1.0,00_00_00_00
Farmer_Structural_Damage,D,average,20,01,37.16,0.99,01_00_00_00
Farmer_Structural_Damage,D,average,20,03,36.71,0.98,03_00_00_00
Farmer_Structural_Damage,D,average,20,05,30.2,0.81,05_00_00_00
Farmer_Structural_Damage,D,average,20,07,30.2,0.81,07_00_00_00
Farmer_Structural_Damage,D,average,20,09,37.35,1.0,09_00_00_00
Farmer_Structural_Damage,D,average,20,11,37.16,0.99,11_00_00_00
Farmer_Structural_Damage,D,average,20,13,37.35,1.0,13_00_00_00
Farmer_Structural_Damage,D,average,60,00,131.28,1.0,00_00_00_00
Farmer_Structural_Damage,D,average,60,01,128.61,0.98,01_00_00_00
Farmer_Structural_Damage,D,average,60,03,124.77,0.95,03_00_00_00
Farmer_Structural_Damage,D,average,60,05,70.98,0.54,05_00_00_00
Farmer_Structural_Damage,D,average,60,07,67.74,0.52,07_00_00_00
Farmer_Structural_Damage,D,average,60,09,130.62,0.99,09_00_00_00
Farmer_Structural_Damage,D,average,60,11,129.28,0.98,11_00_00_00
Farmer_Structural_Damage,D,average,60,13,124.46,0.95,13_00_00_00
Farmer_Structural_Damage,D,average,100,00,198.53,1.0,00_00_00_00
Farmer_Structural_Damage,D,average,100,01,189.44,0.95,01_00_00_00
